Date,goog_close,goog_high,goog_low,goog_open
2023-06-05,122.290771484375,128.93928106828588,121.4348250713694,124.02256668568552
2023-06-12,123.47516632080078,126.1027204892562,121.58412918559439,122.81330028610702
2023-06-19,122.4400634765625,124.58491088895629,119.03618764887612,122.95264268175832
2023-06-26,120.39973449707031,122.14148479254617,116.35887624146353,120.89339848200979
2023-07-03,119.57363891601562,122.78841548553152,118.68783513547667,119.75279066901385
2023-07-10,125.10742950439453,126.49087624165418,115.28396293071836,118.5086869894058
2023-07-17,119.74284362792969,126.67998753278815,118.12550404814439,125.4657375256315
2023-07-24,132.38294982910156,133.43796546264164,120.80777949231388,121.35121072660493
2023-07-31,127.93405151367188,133.19912278364845,127.17266594983417,132.3829810010309
2023-08-07,129.5563507080078,132.02167861483917,128.14304669503673,128.8994584354441
2023-08-14,127.50607299804688,131.86641709995956,126.40130507846943,129.23787587347715
2023-08-21,130.07391357421875,134.3337359088738,126.56055564662043,127.24729773758114
2023-08-28,136.15512084960938,137.92672862373806,130.23317249090783,131.45736995575894
2023-09-04,136.55322265625,136.8667401451377,133.3285060547942,135.79681083833543
2023-09-11,137.6480255126953,138.89213272957278,134.29390212893176,136.73236442349616
2023-09-18,130.6312713623047,139.2703454853736,129.89475434602193,136.98120011765332
2023-09-25,131.2284393310547,134.2541014929729,127.58568964359941,130.15352884032086
2023-10-02,138.0760040283203,138.5298632526382,131.44243040930147,131.53200249245444
2023-10-09,137.92672729492188,141.70881690175156,136.05558486918486,137.33951223556252
2023-10-16,136.09539794921875,141.3206488672401,135.60272110702797,139.07129303817928
2023-10-23,122.81827545166016,140.04667868471975,120.88741847208745,135.58778714062265
2023-10-30,129.7554168701172,130.1137203986835,123.29601355770144,123.87328119743928
2023-11-06,133.4280242919922,133.63704101159271,129.31748869699413,129.60613011040164
2023-11-13,136.29444885253906,138.22530586152138,132.14410861579427,132.7313236315982
2023-11-20,137.5684051513672,140.43483312892187,134.8512791566429,134.86122654742246
2023-11-27,132.69151306152344,139.01156891829,131.5290047636909,136.9214778044749
2023-12-04,135.99586486816406,139.3400261020885,128.78998947961588,130.67507336807282
2023-12-11,133.20904541015625,134.3984192092667,130.44215215130836,133.18915062905361
2023-12-18,142.04721069335938,142.5747110270623,133.1394045601048,133.2289766499355
2023-12-25,140.26564025878906,143.2664419477924,139.24049695536024,142.3059794735139
2024-01-01,136.74232482910156,140.42487950419343,136.2048771424727,138.94191328011433
2024-01-08,143.56002807617188,145.96861786989965,137.2300098328641,137.34943926808594
2024-01-15,147.2724609375,147.3421230557462,139.84762118418536,142.75385429039554
2024-01-22,153.0650177001953,154.03044627486136,146.49613962248043,148.00897850033726
2024-01-29,142.8633270263672,154.46836390962793,137.51864676692574,152.91572038309906
2024-02-05,149.51185607910156,149.98462297837207,143.23160418738524,143.36098103335007
2024-02-12,141.0917205810547,149.88009670516135,140.85286168995205,148.8350434960155
2024-02-19,144.60507202148438,145.5107857745299,140.13624835006414,140.27558775923603
2024-02-26,137.4290771484375,143.16191839233514,135.99586304074873,142.77375750374088
2024-03-04,135.6475067138672,138.32980946619315,130.92986133405435,135.8963281853546
2024-03-11,141.49978637695312,144.04771570333656,136.42383769335206,136.42383769335206
2024-03-18,151.05453491210938,152.20905493473802,146.31696463417236,148.66583980418932
2024-03-25,151.542236328125,152.4778075698421,148.09855537649327,150.2384141372949
2024-04-01,153.2143096923828,156.2598820333263,150.36877863435,151.11425589325046
2024-04-08,158.43955993652344,160.93772200076836,153.2640764544247,153.28895252641007
2024-04-15,154.9859161376953,160.07182751613823,153.18445115165247,159.5244172529287
2024-04-22,172.87120056152344,175.58832666155163,152.04783306281138,155.27453895391315
2024-04-29,168.193359375,170.57209192238386,163.7245204912826,169.9649669532094
2024-05-06,169.48721313476562,172.6522298933907,167.0985332763308,168.42226522005598
2024-05-13,176.45420837402344,176.65824378032863,164.97856460279982,165.06516005399092
2024-05-20,175.498779296875,179.10170969743015,173.71720888172945,176.47415530840615
2024-05-27,173.13992309570312,177.66846130079045,170.16401310971617,174.91153059089493
2024-06-03,175.12054443359375,178.5741875907091,171.63704391555805,173.06031059580687
2024-06-10,177.52914428710938,181.22166172413435,173.5579631949243,175.6181971474756
2024-06-17,179.61439514160156,181.85832853145462,174.991013863303,176.3461436450874
2024-06-24,182.76307678222656,186.82846602748128,179.58449938088336,180.63074183146514
2024-07-01,191.27249145507812,191.5714048253656,182.07553825771618,183.81927053704104
2024-07-08,186.11102294921875,192.6176337245412,185.47331579709967,190.67960789045304
2024-07-15,178.7475128173828,189.6582922728465,177.57174629385162,185.822090198004
2024-07-22,168.0758514404297,184.55662058750394,165.27094636539994,181.6969045933354
2024-07-29,167.79685974121094,175.27997197975606,165.7940641440123,169.88934455343667
2024-08-05,164.7976531982422,165.34568640772312,156.03914137449974,156.8063726636335
2024-08-12,164.1499786376953,166.35205486717328,158.95863189575877,165.4004734361948
2024-08-19,166.83033752441406,169.79967551894111,164.43893927247507,166.40188487929854
2024-08-26,164.51864624023438,168.7733571587034,161.40184345665742,167.55273851027866
2024-09-02,151.58514404296875,162.79485163350643,151.39083514674604,162.7300820014322
2024-09-09,157.8027801513672,158.70453760422916,147.66920665465554,153.07976657596595
2024-09-16,164.2662811279297,164.61549274849412,157.25223982514777,157.97060670665243
2024-09-23,164.91481018066406,166.59100475314528,161.66221536475055,164.96469973311156
2024-09-30,168.17738342285156,170.05312088484152,164.26628325303562,164.40596485823787
2024-10-07,164.1465606689453,169.51433826610335,160.75426918713381,168.75606886916233
2024-10-14,164.67535400390625,168.70617685919999,163.99688962777586,164.53567240060778
2024-10-21,166.61094665527344,167.21956259519644,162.4005246231804,164.2064135791717
2024-10-28,172.2581024169922,183.37281555702182,165.4136730541561,170.2027807664177
2024-11-04,179.4517364501953,182.16556354096278,169.1002866595095,170.8513078572774
2024-11-11,173.49530029296875,183.6072901808459,172.35289497475256,179.6612807184367
2024-11-18,166.19192504882812,179.76104649775849,164.93477526602268,174.5578872109268
2024-11-25,170.10301208496094,171.10572049397305,167.02001447197915,167.60868680775604
2024-12-02,176.0894012451172,177.30663325704685,169.88351843811634,169.93340799089785
2024-12-09,190.94558715820312,196.4430744061029,175.0018495538104,175.31613696417708
2024-12-16,192.74041748046875,202.64912665315867,186.1579053424554,194.14381736572471
2024-12-23,193.81918334960938,197.9345053146342,191.41193741899968,193.80920021613198
2024-12-30,192.9102325439453,194.27866867483587,188.49526411305632,190.6478106109365
2025-01-06,192.95018005371094,201.9099738468597,191.38197456331892,194.92792264187472
2025-01-13,197.3251953125,198.58375597214695,188.44531255476204,191.13225383009333
2025-01-20,201.6702423095703,203.60803713010978,196.59603649516384,200.28182466620834
2025-01-27,205.3660430908203,206.8443546537246,192.39081960509733,193.96902346933547
2025-02-03,186.92703247070312,208.46249456778412,184.88936071436743,201.9848739435598
2025-02-10,186.6573486328125,189.77380863015685,183.42104530672,188.84485898703457
2025-02-17,181.3733673095703,187.56630878149525,180.92388244913036,187.22669935284506
2025-02-24,172.02401733398438,184.87936658166055,168.19837398997922,183.59084128935115
2025-03-03,175.5500030517578,176.69868829805844,167.34933901947142,173.5322974688555
2025-03-10,167.4292449951172,170.25602630827152,163.0542397618573,169.96636303202024
2025-03-17,166.27999877929688,168.4600067138672,158.8000030517578,167.3249969482422
